time,v2i static,v2i dynamic,cctv static,cctv dynamic
90,0.0,722.2163999999999,0.0,1401.28
91,0.0,751.3469999999999,0.0,1401.28
92,0.0,760.0285999999999,0.0,1401.28
93,0.0,750.3183999999999,0.0,1401.28
94,0.0,742.6653999999999,0.0,1401.28
95,0.0,764.1429999999999,0.0,1401.2799999999997
96,0.0,784.5919999999999,0.0,1401.2799999999997
97,0.0,795.3307999999998,0.0,1401.2799999999997
98,0.0,805.0409999999998,0.0,1401.2799999999997
99,0.0,805.0409999999998,0.0,1401.2799999999997
100,0.0,812.2411999999998,0.0,1401.2799999999997
101,0.0,807.6739999999999,0.0,1401.28
102,0.0,815.3269999999999,0.0,1401.28
103,0.0,842.4003999999999,0.0,1401.28
104,0.0,864.9065999999999,0.0,1401.28
105,0.0,864.9065999999999,0.0,1401.28
106,0.0,864.9065999999999,0.0,1401.28
107,0.0,873.5881999999999,0.0,1401.28
108,0.0,873.5881999999999,0.0,1401.28
109,0.0,881.2411999999999,0.0,1401.28
110,0.0,893.0085999999998,0.0,1401.2799999999997
111,0.0,902.7187999999999,0.0,1401.2799999999997
112,0.0,906.8331999999998,0.0,1401.2799999999997
113,0.0,904.7759999999998,0.0,1401.2799999999997
114,0.0,904.7759999999998,0.0,1401.2799999999997
115,0.0,904.7759999999998,0.0,1401.2799999999997
116,0.0,925.2249999999999,0.0,1401.2799999999997
117,0.0,925.2249999999999,0.0,1401.2799999999997
118,0.0,940.5310000000001,0.0,1401.2799999999997
119,0.0,940.5310000000001,0.0,1401.2799999999997
120,0.0,950.2412,0.0,1401.2799999999997
121,0.0,941.5596,0.0,1401.2799999999997
122,0.0,940.5310000000001,0.0,1401.2799999999997
123,0.0,960.9799999999999,0.0,1401.2799999999997
124,0.0,969.6616,0.0,1401.2799999999997
125,0.0,962.0086,0.0,1401.2799999999997
126,0.0,971.7188,0.0,1401.28
127,0.0,964.0658,0.0,1401.28
128,0.0,972.7474,0.0,1401.28
129,0.0,980.4004000000001,0.0,1401.28
130,0.0,991.1392000000001,0.0,1401.28
131,0.0,991.1392000000001,0.0,1401.28
132,0.0,998.7922000000001,0.0,1401.28
133,0.0,1009.5310000000001,0.0,1401.28
134,0.0,1041.7474,0.0,1401.28
135,0.0,1041.7474,0.0,1401.28
136,0.0,1043.8046,0.0,1401.28
137,0.0,1036.1516,0.0,1401.28
138,0.0,1036.1516,0.0,1401.28
139,0.0,1044.8331999999998,0.0,1401.28
140,0.0,1044.8331999999998,0.0,1401.28
141,0.0,1056.6005999999998,0.0,1401.28
142,0.0,1056.6005999999998,0.0,1401.28
143,0.0,1074.9923999999996,0.0,1401.28
144,0.0,1111.7759999999996,0.0,1401.28
145,0.0,1094.4127999999998,0.0,1401.28
146,0.0,1104.1229999999998,0.0,1401.2799999999997
147,0.0,1115.8903999999998,0.0,1401.28
148,0.0,1115.8903999999998,0.0,1401.28
149,0.0,1124.572,0.0,1401.28
150,0.0,1132.225,0.0,1401.28
151,0.0,1151.6453999999999,0.0,1401.28
152,0.0,1168.5557999999999,0.0,1401.28
153,0.0,1156.7884,0.0,1401.28
154,0.0,1167.5271999999998,0.0,1401.28
155,0.0,1185.9189999999996,0.0,1401.28
156,0.0,1195.6291999999996,0.0,1401.28
157,0.0,1217.1067999999996,0.0,1401.28
158,0.0,1226.8169999999996,0.0,1401.28
159,0.0,1226.8169999999996,0.0,1401.28
