time,taxis
8762,41
8763,41
8764,40
8765,40
8766,39
8767,39
8768,39
8769,39
8770,41
8771,41
8772,42
8773,41
8774,41
8775,41
8776,42
8777,42
8778,43
8779,42
8780,43
8781,43
8782,43
8783,46
8784,46
8785,46
8786,46
8787,46
8788,47
8789,47
8790,46
8791,45
8792,45
8793,45
8794,45
8795,45
8796,45
8797,45
8798,46
8799,46
8800,47
8801,47
8802,46
8803,46
8804,46
8805,47
8806,48
8807,47
8808,48
8809,48
8810,49
8811,49
8812,50
8813,50
8814,51
8815,52
8816,52
8817,52
8818,51
8819,51
8820,51
8821,51
8822,53
8823,53
8824,54
8825,55
8826,55
8827,56
8828,55
8829,55
8830,53
8831,54
8832,54
8833,54
8834,55
8835,54
8836,54
8837,54
8838,51
8839,52
8840,52
8841,54
8842,51
8843,51
8844,52
8845,53
8846,53
8847,54
8848,54
8849,54
8850,53
8851,53
8852,53
8853,53
8854,53
8855,55
8856,55
8857,55
8858,54
8859,55
8860,56
8861,56
8862,56
8863,56
8864,55
8865,55
8866,56
8867,56
8868,56
8869,56
8870,56
8871,57
8872,58
8873,58
8874,58
8875,58
8876,58
8877,59
8878,59
8879,58
8880,58
8881,57
8882,56
8883,56
8884,55
8885,55
8886,55
8887,55
8888,55
8889,56
8890,56
8891,55
8892,55
8893,54
8894,55
8895,55
8896,56
8897,56
8898,56
8899,57
8900,57
8901,58
8902,58
8903,57
8904,58
8905,57
8906,57
8907,57
8908,56
8909,57
8910,56
8911,54
8912,54
8913,54
8914,55
8915,55
8916,55
8917,57
8918,57
8919,56
8920,56
8921,56
8922,56
8923,58
8924,57
8925,57
8926,58
8927,58
8928,58
8929,56
8930,58
8931,58
8932,56
8933,56
8934,55
8935,54
8936,54
8937,54
8938,54
8939,54
8940,55
8941,54
8942,54
8943,54
8944,53
8945,53
8946,53
8947,53
8948,53
8949,55
8950,54
8951,55
8952,55
8953,54
8954,54
8955,55
8956,55
8957,54
8958,54
8959,55
8960,54
8961,54
8962,56
8963,56
8964,56
8965,56
8966,55
8967,55
8968,55
8969,55
8970,55
8971,55
8972,55
8973,55
8974,53
8975,53
8976,53
8977,54
8978,56
8979,55
8980,53
8981,53
8982,54
8983,55
8984,56
8985,56
8986,56
8987,56
8988,56
8989,58
8990,58
8991,56
8992,56
8993,55
8994,55
8995,55
8996,55
8997,55
8998,56
8999,56
9000,57
9001,56
9002,56
9003,56
9004,55
9005,56
9006,57
9007,58
9008,57
9009,57
9010,57
9011,57
9012,58
9013,58
9014,57
9015,56
9016,56
9017,55
9018,55
9019,56
9020,58
9021,57
9022,57
9023,57
9024,58
9025,57
9026,57
9027,57
9028,55
9029,56
9030,56
9031,55
9032,56
9033,56
9034,57
9035,57
9036,57
9037,57
9038,59
9039,59
9040,59
9041,59
9042,59
9043,57
9044,57
9045,57
9046,57
9047,58
9048,57
9049,58
9050,58
9051,59
9052,59
9053,59
9054,59
9055,58
9056,58
9057,58
9058,57
9059,59
9060,59
9061,60
9062,58
9063,57
9064,59
9065,59
9066,60
9067,61
9068,60
9069,60
9070,58
9071,59
9072,60
9073,61
9074,61
9075,61
9076,59
9077,59
9078,59
9079,60
9080,59
9081,59
9082,61
9083,60
9084,61
9085,62
9086,60
9087,59
9088,59
9089,59
9090,61
9091,61
9092,59
9093,58
9094,60
9095,61
9096,62
9097,61
9098,61
9099,62
9100,62
9101,60
9102,60
9103,60
9104,59
9105,59
9106,57
9107,57
9108,57
9109,56
9110,57
9111,57
9112,57
9113,55
9114,55
9115,55
9116,56
9117,55
9118,55
9119,54
9120,54
9121,52
9122,53
9123,53
9124,53
9125,52
9126,53
9127,56
9128,58
9129,59
9130,59
9131,61
9132,63
9133,63
9134,62
9135,61
9136,61
9137,63
9138,63
9139,63
9140,63
9141,63
9142,63
9143,63
9144,64
9145,64
9146,64
9147,65
9148,65
9149,65
9150,66
9151,65
9152,65
9153,64
9154,64
9155,64
9156,65
9157,65
9158,66
9159,66
9160,67
9161,67
9162,67
9163,67
9164,68
9165,67
9166,66
9167,66
9168,65
9169,65
9170,65
9171,65
9172,64
9173,65
9174,64
9175,63
9176,63
9177,64
9178,65
9179,64
9180,64
9181,63
9182,63
9183,63
9184,63
9185,62
9186,60
9187,60
9188,61
9189,61
9190,61
9191,61
9192,60
9193,57
9194,57
9195,57
9196,57
9197,58
9198,58
9199,58
9200,58
9201,59
9202,58
9203,57
9204,56
9205,56
9206,56
9207,55
9208,55
9209,55
9210,55
9211,55
9212,55
9213,54
9214,54
9215,53
9216,54
9217,53
9218,53
9219,53
9220,53
9221,53
9222,53
9223,54
9224,55
9225,53
9226,55
9227,55
9228,57
9229,57
9230,57
9231,58
9232,55
9233,55
9234,54
9235,55
9236,55
9237,55
9238,55
9239,54
9240,54
9241,53
9242,53
9243,54
9244,55
9245,55
9246,56
9247,56
9248,56
9249,56
9250,56
9251,58
9252,59
9253,59
9254,59
9255,58
9256,57
9257,57
9258,57
9259,57
9260,57
9261,56
9262,56
9263,55
9264,55
9265,55
9266,55
9267,55
9268,54
9269,55
9270,54
9271,54
9272,53
9273,51
9274,50
9275,49
9276,49
9277,49
9278,49
9279,48
9280,47
9281,46
9282,46
9283,46
9284,46
9285,48
9286,48
9287,48
9288,49
9289,49
9290,49
9291,49
9292,49
9293,51
9294,51
9295,52
9296,52
9297,50
9298,50
9299,49
9300,49
9301,49
9302,49
9303,49
9304,49
9305,48
9306,49
9307,50
9308,50
9309,50
9310,51
9311,52
9312,53
9313,53
9314,52
9315,52
9316,53
9317,53
9318,53
9319,52
9320,52
9321,52
9322,52
9323,49
9324,49
9325,49
9326,50
9327,50
9328,49
9329,49
9330,49
9331,47
9332,46
9333,46
9334,47
9335,48
9336,47
9337,47
9338,47
9339,47
9340,48
9341,47
9342,47
9343,47
9344,47
9345,47
9346,47
9347,47
9348,47
9349,48
9350,46
9351,47
9352,47
9353,45
9354,46
9355,46
9356,48
9357,48
9358,45
9359,46
9360,46
9361,46
9362,46
9363,45
9364,47
9365,48
9366,47
9367,49
9368,48
9369,48
9370,49
9371,49
9372,49
9373,49
9374,49
9375,50
9376,50
9377,50
9378,49
9379,50
9380,51
9381,52
9382,53
9383,52
9384,51
9385,51
9386,49
9387,49
9388,49
9389,49
9390,48
9391,47
9392,46
9393,46
9394,45
9395,45
9396,45
9397,46
9398,46
9399,44
9400,44
9401,45
9402,44
9403,44
9404,44
9405,44
9406,44
9407,44
9408,43
9409,43
9410,44
9411,43
9412,42
9413,42
9414,43
9415,44
9416,45
9417,45
9418,43
9419,42
9420,42
9421,42
9422,42
9423,42
9424,42
9425,43
9426,42
9427,42
9428,43
9429,44
9430,45
9431,45
9432,47
9433,47
9434,47
9435,47
9436,45
9437,45
9438,45
9439,47
9440,48
9441,48
9442,47
9443,47
9444,48
9445,48
9446,47
9447,46
9448,44
9449,44
9450,45
9451,44
9452,43
9453,42
9454,42
9455,42
9456,41
9457,41
9458,41
9459,41
9460,42
9461,43
9462,42
9463,42
9464,42
9465,43
9466,43
9467,42
9468,43
9469,43
9470,43
9471,43
9472,42
9473,42
9474,42
9475,43
9476,44
9477,44
9478,44
9479,44
9480,45
9481,45
9482,45
9483,44
9484,44
9485,44
9486,44
9487,44
9488,43
9489,42
9490,43
9491,44
9492,44
9493,44
9494,43
9495,44
9496,44
9497,43
9498,43
9499,43
9500,42
9501,42
9502,43
9503,43
9504,43
9505,43
9506,43
9507,43
9508,44
9509,43
9510,43
9511,42
9512,42
9513,42
9514,42
9515,41
9516,42
9517,42
9518,41
9519,41
9520,41
9521,41
9522,41
9523,41
9524,41
9525,41
9526,41
9527,40
9528,40
9529,40
9530,40
9531,39
9532,39
9533,38
9534,38
9535,38
9536,36
9537,36
9538,37
9539,37
9540,36
9541,37
9542,36
9543,35
9544,36
9545,37
9546,38
9547,38
9548,40
9549,40
9550,40
9551,40
9552,40
9553,39
9554,38
9555,38
9556,38
9557,38
9558,37
9559,37
9560,36
9561,38
9562,38
9563,38
9564,38
9565,39
9566,40
9567,40
9568,40
9569,40
9570,40
9571,40
9572,41
9573,41
9574,40
9575,41
9576,42
9577,43
9578,43
9579,44
9580,45
9581,46
9582,46
9583,46
9584,47
9585,48
9586,47
9587,47
9588,47
9589,47
9590,45
9591,45
9592,44
9593,44
9594,45
9595,45
9596,45
9597,44
9598,45
9599,47
9600,46
9601,47
9602,48
9603,48
9604,47
9605,47
9606,47
9607,47
9608,47
9609,46
9610,46
9611,47
9612,48
9613,48
9614,49
9615,50
9616,51
9617,52
9618,52
9619,52
9620,50
9621,54
9622,53
9623,54
9624,55
9625,56
9626,55
9627,55
9628,55
9629,55
9630,55
9631,54
9632,54
9633,53
9634,53
9635,51
9636,51
9637,51
9638,52
9639,53
9640,53
9641,52
9642,52
9643,52
9644,52
9645,53
9646,53
9647,54
9648,54
9649,54
9650,54
9651,55
9652,55
9653,54
9654,54
9655,54
9656,54
9657,53
9658,52
9659,51
9660,50
9661,50
9662,50
9663,50
9664,51
9665,51
9666,51
9667,51
9668,51
9669,51
9670,50
9671,49
9672,49
9673,49
9674,49
9675,49
9676,47
9677,47
9678,47
9679,47
9680,45
9681,45
9682,45
9683,45
9684,45
9685,44
9686,44
9687,44
9688,43
9689,44
9690,44
9691,44
9692,45
9693,44
9694,44
9695,45
9696,45
9697,44
9698,44
9699,44
9700,44
9701,42
9702,41
9703,40
9704,38
9705,38
9706,36
9707,37
9708,38
9709,37
9710,36
9711,37
9712,38
9713,39
9714,39
9715,39
9716,38
9717,38
9718,38
9719,39
9720,40
9721,40
9722,42
9723,41
9724,41
9725,41
9726,41
9727,41
9728,40
9729,40
9730,40
9731,40
9732,40
9733,39
9734,39
9735,39
9736,38
9737,39
9738,40
9739,40
9740,39
9741,39
9742,39
9743,37
9744,37
9745,36
9746,35
9747,36
9748,37
9749,37
9750,38
9751,39
9752,39
9753,39
9754,39
9755,39
9756,39
9757,39
9758,40
9759,38
9760,38
9761,38
9762,38
9763,38
9764,37
9765,37
9766,37
9767,37
9768,37
9769,36
9770,36
9771,36
9772,35
9773,35
9774,36
9775,36
9776,35
9777,35
9778,35
9779,35
9780,36
9781,36
9782,36
9783,36
9784,36
9785,37
9786,37
9787,37
9788,36
9789,34
9790,34
9791,34
9792,34
9793,34
9794,34
9795,34
9796,34
9797,33
9798,33
9799,32
9800,32
9801,32
9802,31
9803,32
9804,33
9805,33
9806,33
9807,34
9808,34
9809,34
9810,33
9811,34
9812,34
9813,33
9814,32
9815,32
9816,31
9817,30
9818,31
9819,31
9820,31
9821,31
9822,31
9823,32
9824,31
9825,31
9826,30
9827,30
9828,30
9829,30
9830,30
9831,32
9832,33
9833,33
9834,33
9835,33
9836,33
9837,32
9838,32
9839,31
9840,31
9841,32
9842,32
9843,33
9844,32
9845,32
9846,32
9847,32
9848,31
9849,31
9850,30
9851,30
9852,30
9853,29
9854,30
9855,30
9856,28
9857,28
9858,29
9859,29
9860,29
9861,31
9862,30
9863,30
9864,29
9865,31
9866,31
9867,31
9868,31
9869,32
9870,33
9871,34
9872,34
9873,34
9874,36
9875,37
9876,37
9877,38
9878,38
9879,38
9880,38
9881,37
9882,35
9883,35
9884,34
9885,34
9886,34
9887,33
9888,33
9889,31
9890,32
9891,32
9892,32
9893,32
9894,32
9895,32
9896,32
9897,32
9898,32
9899,32
9900,32
9901,32
9902,32
9903,32
9904,33
9905,33
9906,34
9907,34
9908,34
9909,34
9910,35
9911,36
9912,37
9913,37
9914,36
9915,37
9916,37
9917,37
9918,36
9919,36
9920,35
9921,37
9922,38
9923,37
9924,37
9925,38
9926,38
9927,38
9928,39
9929,40
9930,39
9931,39
9932,40
9933,41
9934,42
9935,41
9936,39
9937,40
9938,41
9939,41
9940,41
9941,43
9942,43
9943,42
9944,42
9945,43
9946,45
9947,46
9948,47
9949,47
9950,50
9951,49
9952,49
9953,50
9954,49
9955,49
9956,48
9957,48
9958,47
9959,47
9960,48
9961,48
9962,48
9963,48
9964,47
9965,47
9966,48
9967,48
9968,49
9969,49
9970,49
9971,51
9972,51
9973,51
9974,51
9975,50
9976,50
9977,50
9978,50
9979,50
9980,49
9981,49
9982,50
9983,50
9984,50
9985,49
9986,48
9987,49
9988,49
9989,49
9990,48
9991,47
9992,47
9993,47
9994,47
9995,48
9996,48
9997,48
9998,50
9999,50
10000,49
10001,49
10002,50
10003,48
10004,48
10005,48
10006,48
10007,48
10008,48
10009,49
10010,49
10011,49
10012,49
10013,50
10014,51
10015,51
10016,52
10017,52
10018,52
10019,52
10020,51
10021,49
10022,49
10023,49
10024,49
10025,50
10026,51
10027,51
10028,52
10029,54
10030,54
10031,54
10032,54
10033,54
10034,53
10035,53
10036,52
10037,51
10038,51
10039,50
10040,52
10041,53
10042,54
10043,54
10044,55
10045,56
10046,56
10047,56
10048,57
10049,56
10050,56
10051,56
10052,56
10053,57
10054,57
10055,56
10056,56
10057,55
10058,54
10059,53
10060,53
10061,53
10062,54
10063,54
10064,54
10065,54
10066,55
10067,55
10068,55
10069,55
10070,56
10071,57
10072,54
10073,54
10074,53
10075,53
10076,54
10077,54
10078,54
10079,53
10080,53
10081,54
10082,54
10083,54
10084,54
10085,56
10086,55
10087,55
10088,56
10089,56
10090,56
10091,56
10092,56
10093,56
10094,56
10095,54
10096,55
10097,55
10098,56
10099,57
10100,57
10101,57
10102,58
10103,55
10104,56
10105,57
10106,57
10107,57
10108,55
10109,55
10110,56
10111,55
10112,55
10113,57
10114,57
10115,58
10116,58
10117,58
10118,58
10119,58
10120,59
10121,60
10122,60
10123,60
10124,60
10125,60
10126,60
10127,59
10128,58
10129,57
10130,55
10131,55
10132,53
10133,53
10134,55
10135,55
10136,55
10137,55
10138,55
10139,53
10140,52
10141,52
10142,53
10143,53
10144,54
10145,54
10146,53
10147,53
10148,51
10149,52
10150,52
10151,53
10152,55
10153,56
10154,56
10155,55
10156,53
10157,54
10158,54
10159,54
10160,54
10161,54
10162,55
10163,54
10164,54
10165,53
10166,55
10167,52
10168,52
10169,52
10170,53
10171,55
10172,55
10173,54
10174,54
10175,53
10176,53
10177,52
10178,52
10179,52
10180,51
10181,50
10182,50
10183,49
10184,49
10185,48
10186,48
10187,48
10188,48
10189,48
10190,48
10191,48
10192,46
10193,47
10194,47
10195,47
10196,48
10197,48
10198,48
10199,47
10200,47
10201,45
10202,46
10203,46
10204,45
10205,45
10206,45
10207,45
10208,45
10209,44
10210,44
10211,44
10212,43
10213,43
10214,44
10215,44
10216,44
10217,43
10218,43
10219,43
10220,42
10221,42
10222,42
10223,43
10224,43
10225,43
10226,44
10227,44
10228,44
10229,45
10230,45
10231,44
10232,44
10233,43
10234,44
10235,43
10236,44
10237,43
10238,42
10239,42
10240,41
10241,42
10242,42
10243,42
10244,43
10245,42
10246,40
10247,41
10248,41
10249,42
10250,42
10251,42
10252,42
10253,42
10254,41
10255,41
10256,41
10257,41
10258,42
10259,41
10260,40
10261,40
10262,41
10263,42
10264,41
10265,41
10266,41
10267,41
10268,41
10269,41
10270,40
10271,40
10272,39
10273,39
10274,39
10275,40
10276,39
10277,38
10278,41
10279,41
10280,41
10281,41
10282,41
10283,41
10284,39
10285,38
10286,37
10287,37
10288,38
10289,38
10290,38
10291,37
10292,39
10293,39
10294,40
10295,40
10296,40
10297,41
10298,41
10299,40
10300,40
10301,40
10302,42
10303,41
10304,40
10305,40
10306,40
10307,39
10308,39
10309,38
10310,39
10311,39
10312,38
10313,38
10314,38
10315,37
10316,37
10317,38
10318,38
10319,37
10320,37
10321,37
10322,37
10323,36
10324,36
10325,35
10326,35
10327,35
10328,35
10329,34
10330,34
10331,33
10332,34
10333,34
10334,35
10335,35
10336,36
10337,36
10338,36
10339,35
10340,36
10341,36
10342,36
10343,37
10344,37
10345,37
10346,37
10347,36
10348,36
10349,36
10350,35
10351,35
10352,35
10353,35
10354,34
10355,37
10356,37
10357,37
10358,36
10359,37
10360,37
10361,37
10362,37
10363,37
10364,37
10365,37
10366,37
10367,36
10368,36
10369,36
10370,35
10371,34
10372,34
10373,34
10374,34
10375,34
10376,33
10377,35
10378,36
10379,36
10380,36
10381,36
10382,36
10383,36
10384,35
10385,35
10386,36
10387,35
10388,36
10389,36
10390,34
10391,34
10392,34
10393,34
10394,34
10395,34
10396,34
10397,34
10398,34
10399,34
10400,34
10401,34
10402,34
10403,34
10404,34
10405,34
10406,34
10407,34
10408,34
10409,34
10410,35
10411,35
10412,35
10413,36
10414,35
10415,36
10416,37
10417,37
10418,39
10419,39
10420,39
10421,39
10422,39
10423,39
10424,39
10425,39
10426,39
10427,38
10428,39
10429,41
10430,42
10431,41
10432,41
10433,41
10434,40
10435,41
10436,40
10437,40
10438,39
10439,39
10440,39
10441,38
10442,38
10443,37
10444,36
10445,36
10446,37
10447,37
10448,37
10449,38
10450,40
10451,40
10452,40
10453,39
10454,40
10455,40
10456,38
10457,39
10458,39
10459,36
10460,37
10461,38
10462,37
10463,38
10464,38
10465,38
10466,38
10467,36
10468,36
10469,36
10470,36
10471,37
10472,39
10473,40
10474,41
10475,40
10476,39
10477,38
10478,38
10479,38
10480,37
10481,38
10482,38
10483,38
10484,38
10485,39
10486,40
10487,40
10488,41
10489,40
10490,41
10491,41
10492,42
10493,42
10494,42
10495,42
10496,43
10497,43
10498,42
10499,43
10500,42
10501,42
10502,42
10503,43
10504,42
10505,42
10506,42
10507,44
10508,44
10509,43
10510,43
10511,42
10512,42
10513,42
10514,42
10515,42
10516,42
10517,42
10518,41
10519,42
10520,42
10521,42
10522,42
10523,42
10524,43
10525,44
10526,43
10527,43
10528,44
10529,46
10530,46
10531,46
10532,47
10533,47
10534,46
10535,45
10536,46
10537,47
10538,46
10539,48
10540,48
10541,48
10542,49
10543,49
10544,49
10545,49
10546,47
10547,47
10548,46
10549,46
10550,45
10551,45
10552,44
10553,45
10554,45
10555,46
10556,47
10557,47
10558,47
10559,45
10560,44
10561,44
10562,43
10563,43
10564,44
10565,44
10566,44
10567,44
10568,43
10569,43
10570,43
10571,43
10572,44
10573,44
10574,45
10575,43
10576,43
10577,42
10578,41
10579,40
10580,40
10581,40
10582,40
10583,40
10584,39
10585,39
10586,40
10587,40
10588,39
10589,39
10590,38
10591,39
10592,39
10593,40
10594,40
10595,40
10596,41
10597,42
10598,42
10599,43
10600,44
10601,43
10602,43
10603,43
10604,43
10605,42
10606,41
10607,39
10608,38
10609,38
10610,38
10611,38
10612,39
10613,38
10614,38
10615,38
10616,37
10617,37
10618,37
10619,37
10620,38
10621,38
10622,36
10623,36
10624,37
10625,37
10626,37
10627,39
10628,39
10629,39
10630,39
10631,37
10632,37
10633,37
10634,37
10635,37
10636,37
10637,37
10638,39
10639,39
10640,39
10641,39
10642,41
10643,41
10644,39
10645,39
10646,39
10647,39
10648,39
10649,39
10650,40
10651,40
10652,42
10653,42
10654,41
10655,40
10656,40
10657,38
10658,38
10659,37
10660,36
10661,38
10662,38
10663,38
10664,38
10665,39
10666,38
10667,38
10668,38
10669,38
10670,39
10671,39
10672,40
10673,39
10674,39
10675,39
10676,39
10677,38
10678,38
10679,38
10680,39
10681,39
10682,39
10683,39
10684,39
10685,39
10686,39
10687,38
10688,38
10689,38
10690,39
10691,39
10692,39
10693,38
10694,39
10695,40
10696,40
10697,41
10698,42
10699,42
10700,43
10701,43
10702,41
10703,41
10704,41
10705,42
10706,42
10707,43
10708,43
10709,43
10710,43
10711,43
10712,43
10713,46
10714,46
10715,45
10716,45
10717,46
10718,46
10719,46
10720,46
10721,45
10722,45
10723,46
10724,46
10725,46
10726,46
10727,46
10728,46
10729,47
10730,47
10731,48
10732,48
10733,48
10734,48
10735,48
10736,48
10737,48
10738,50
10739,50
10740,49
10741,47
10742,47
10743,47
10744,47
10745,46
10746,46
10747,46
10748,46
10749,48
10750,49
10751,49
10752,48
10753,47
10754,47
10755,47
10756,48
10757,48
10758,47
10759,47
10760,46
10761,46
10762,46
10763,46
10764,48
10765,47
10766,47
10767,48
10768,48
10769,48
10770,48
10771,47
10772,47
10773,46
10774,47
10775,47
10776,47
10777,46
10778,45
10779,45
10780,47
10781,48
10782,48
10783,48
10784,48
10785,48
10786,49
10787,48
10788,47
10789,47
10790,47
10791,46
10792,46
10793,44
10794,44
10795,43
10796,43
10797,43
10798,43
10799,43
10800,43
10801,43
10802,42
10803,42
10804,42
10805,42
10806,42
10807,42
10808,42
10809,43
10810,42
10811,42
10812,43
10813,42
10814,42
10815,41
10816,40
10817,41
10818,42
10819,42
10820,42
10821,42
10822,42
10823,42
10824,43
10825,43
10826,43
10827,42
10828,40
10829,40
10830,40
10831,41
10832,40
10833,41
10834,41
10835,41
10836,41
10837,39
10838,39
10839,39
10840,39
10841,39
10842,39
10843,39
10844,40
10845,40
10846,41
10847,42
10848,42
10849,43
10850,44
10851,44
10852,45
10853,45
10854,45
10855,46
10856,46
10857,46
10858,47
10859,46
10860,47
10861,47
10862,48
10863,48
10864,48
10865,48
10866,48
10867,50
10868,50
10869,49
10870,51
10871,51
10872,50
10873,49
10874,49
10875,50
10876,50
10877,52
10878,51
10879,50
10880,51
10881,52
10882,53
10883,53
10884,53
10885,51
10886,52
10887,52
10888,52
10889,53
10890,52
10891,52
10892,53
10893,53
10894,53
10895,53
10896,52
10897,51
10898,52
10899,51
10900,51
10901,51
10902,51
10903,51
10904,51
10905,52
10906,52
10907,53
10908,53
10909,51
10910,50
10911,50
10912,50
10913,51
10914,49
10915,49
10916,49
10917,49
10918,48
10919,47
10920,47
10921,47
10922,46
10923,47
10924,47
10925,47
10926,47
10927,47
10928,47
10929,46
10930,46
10931,46
10932,45
10933,46
10934,47
10935,48
10936,47
10937,46
10938,44
10939,45
10940,45
10941,46
10942,46
10943,46
10944,45
10945,45
10946,46
10947,46
10948,46
10949,46
10950,46
10951,47
10952,46
10953,46
10954,46
10955,45
10956,44
10957,43
10958,44
10959,44
10960,44
10961,44
10962,43
10963,43
10964,43
10965,43
10966,43
10967,42
10968,42
10969,42
10970,42
10971,41
10972,41
10973,41
10974,42
10975,42
10976,43
10977,44
10978,44
10979,45
10980,44
10981,44
10982,44
10983,44
10984,44
10985,45
10986,45
10987,45
10988,45
10989,45
10990,45
10991,45
10992,45
10993,44
10994,45
10995,44
10996,44
10997,43
10998,43
10999,43
11000,43
11001,42
11002,42
11003,42
11004,42
11005,43
11006,43
11007,43
11008,43
11009,43
11010,42
11011,42
11012,42
11013,43
11014,42
11015,41
11016,41
11017,41
11018,41
11019,41
11020,41
11021,39
11022,41
11023,40
11024,40
11025,41
11026,40
11027,40
11028,38
11029,39
11030,39
11031,40
11032,40
11033,40
11034,41
11035,42
11036,42
11037,41
11038,40
11039,39
11040,39
11041,39
11042,39
11043,38
11044,39
11045,36
11046,36
11047,37
11048,38
11049,38
11050,38
11051,38
11052,36
11053,36
11054,37
11055,38
11056,38
11057,39
11058,39
11059,38
11060,38
11061,38
11062,37
11063,38
11064,38
11065,38
11066,38
11067,34
11068,34
11069,35
11070,35
11071,35
11072,33
11073,32
11074,32
11075,31
11076,32
11077,33
11078,33
11079,34
11080,36
11081,35
11082,35
11083,33
11084,32
11085,31
11086,31
11087,31
11088,31
11089,31
11090,31
11091,31
11092,32
11093,33
11094,34
11095,34
11096,34
11097,34
11098,33
11099,33
11100,33
11101,33
11102,33
11103,33
11104,33
11105,33
11106,33
11107,33
11108,34
11109,35
11110,34
11111,34
11112,35
11113,37
11114,37
11115,38
11116,38
11117,38
11118,38
11119,37
11120,37
11121,37
11122,38
11123,38
11124,39
11125,39
11126,40
11127,41
11128,39
11129,39
11130,40
11131,41
11132,41
11133,42
11134,42
11135,41
11136,41
11137,41
11138,41
11139,42
11140,42
11141,42
11142,43
11143,44
11144,44
11145,46
11146,46
11147,45
11148,46
11149,47
11150,48
11151,47
11152,47
11153,47
11154,48
11155,48
11156,48
11157,47
11158,48
11159,49
11160,49
11161,49
11162,49
11163,50
11164,50
11165,50
11166,51
11167,51
11168,52
11169,53
11170,52
11171,52
11172,53
11173,54
11174,53
11175,53
11176,53
11177,53
11178,53
11179,52
11180,52
11181,51
11182,50
11183,50
11184,50
11185,50
11186,50
11187,51
11188,51
11189,52
11190,51
11191,53
11192,54
11193,55
11194,55
11195,56
11196,55
11197,55
11198,55
11199,56
11200,57
11201,57
11202,57
11203,58
11204,57
11205,57
11206,56
11207,56
11208,55
11209,55
11210,55
11211,55
11212,55
11213,55
11214,55
11215,55
11216,56
11217,55
11218,57
11219,56
11220,56
11221,56
11222,55
11223,54
11224,55
11225,54
11226,53
11227,52
11228,52
11229,52
11230,51
11231,49
11232,49
11233,50
11234,50
11235,50
11236,50
11237,50
11238,48
11239,49
11240,48
11241,47
11242,46
11243,46
11244,46
11245,46
11246,45
11247,45
11248,45
11249,46
11250,46
11251,45
11252,46
11253,45
11254,45
11255,47
11256,47
11257,47
11258,48
11259,46
11260,46
11261,46
11262,45
11263,46
11264,46
11265,45
11266,44
11267,44
11268,44
11269,44
11270,45
11271,45
11272,47
11273,47
11274,47
11275,48
11276,49
11277,50
11278,50
11279,50
11280,50
11281,49
11282,49
11283,49
11284,48
11285,48
11286,49
11287,49
11288,50
11289,50
11290,49
11291,50
11292,49
11293,48
11294,48
11295,48
11296,48
11297,48
11298,48
11299,49
11300,48
11301,48
11302,48
11303,48
11304,49
11305,48
11306,47
11307,48
11308,48
11309,49
11310,49
11311,49
11312,49
11313,49
11314,49
11315,49
11316,49
11317,49
11318,48
11319,47
11320,47
11321,46
11322,45
11323,44
11324,44
11325,44
11326,43
11327,44
11328,44
11329,44
11330,44
11331,45
11332,44
11333,44
11334,44
11335,43
11336,42
11337,42
11338,42
11339,43
11340,43
11341,43
11342,44
11343,44
11344,44
11345,44
11346,44
11347,44
11348,44
11349,45
11350,43
11351,42
11352,42
11353,44
11354,43
11355,44
11356,44
11357,44
11358,45
11359,44
11360,43
11361,42
11362,42
11363,42
11364,42
11365,41
11366,41
11367,41
11368,41
11369,41
11370,42
11371,43
11372,43
11373,43
11374,44
11375,44
11376,43
11377,43
11378,45
11379,44
11380,44
11381,44
11382,43
11383,43
11384,44
11385,42
11386,43
11387,44
11388,43
11389,43
11390,43
11391,44
11392,44
11393,45
11394,43
11395,43
11396,43
11397,43
11398,41
11399,41
11400,41
11401,41
11402,41
11403,40
11404,40
11405,40
11406,39
11407,39
11408,39
11409,37
11410,37
11411,39
11412,39
11413,39
11414,40
11415,40
11416,40
11417,40
11418,42
11419,42
11420,41
11421,41
11422,42
11423,42
11424,42
11425,42
11426,41
11427,40
11428,40
11429,40
11430,40
11431,40
11432,40
11433,40
11434,40
11435,38
11436,38
11437,38
11438,37
11439,37
11440,38
11441,37
11442,38
11443,38
11444,38
11445,38
11446,38
11447,39
11448,39
11449,39
11450,39
11451,38
11452,39
11453,36
11454,36
11455,36
11456,35
11457,35
11458,35
11459,36
11460,36
11461,36
11462,37
11463,36
11464,36
11465,37
11466,36
11467,36
11468,36
11469,36
11470,35
11471,36
11472,36
11473,36
11474,34
11475,34
11476,35
11477,34
11478,33
11479,32
11480,32
11481,31
11482,31
11483,31
11484,32
11485,32
11486,32
11487,31
11488,32
11489,32
11490,32
11491,32
11492,33
11493,33
11494,33
11495,34
11496,34
11497,34
11498,34
11499,35
11500,35
11501,36
11502,36
11503,35
11504,35
11505,35
11506,33
11507,33
11508,32
11509,34
11510,34
11511,33
11512,33
11513,34
11514,35
11515,35
11516,34
11517,34
11518,35
11519,36
11520,36
11521,37
11522,37
11523,37
11524,37
11525,39
11526,39
11527,39
11528,39
11529,40
11530,40
11531,40
11532,39
11533,40
11534,39
11535,37
11536,37
11537,38
11538,37
11539,36
11540,36
11541,36
11542,36
11543,36
11544,37
11545,37
11546,37
11547,38
11548,38
11549,38
11550,37
11551,39
11552,38
11553,38
11554,38
11555,39
11556,39
11557,38
11558,38
11559,38
